10:24:34 13-11-2009 | th-0074 | 01 |                  main.c   275 | VTSERVER Start...
10:26:14 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:26:14 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:26:14 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:26:14 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:14 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:14 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.app.borderVisible) ok.
10:26:14 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:15 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:15 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne false) ok.
10:26:15 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:26:15 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:26:15 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:26:15 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:26:15 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:26:15 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:26:15 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:26:15 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:15 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:16 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.app.textVisible) ok.
10:26:16 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:16 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:16 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne true) ok.
10:26:16 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:26:16 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:26:16 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:26:16 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:26:16 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:26:16 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:26:16 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:26:17 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:17 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:17 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.app.border) ok.
10:26:17 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:17 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:17 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne solid1) ok.
10:26:17 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:26:17 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:26:17 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:26:17 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:26:17 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:26:18 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:26:18 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:26:18 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:18 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:18 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.app.background) ok.
10:26:18 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:18 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:18 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne #0000FF) ok.
10:26:18 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:26:18 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:26:18 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:26:19 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:26:19 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:26:19 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:26:19 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:26:19 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:19 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:19 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.app.foreground) ok.
10:26:19 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:19 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:19 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne #FFFFFF) ok.
10:26:19 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:26:20 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:26:20 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:26:20 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:26:20 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:26:20 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:26:20 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:26:20 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:20 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:20 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.app.borderColor) ok.
10:26:20 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:20 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:21 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne #0000FF) ok.
10:26:21 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:26:21 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:26:21 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:26:21 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:26:21 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:26:21 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:26:21 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:26:21 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:21 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:21 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.app.width) ok.
10:26:22 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:22 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:22 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne 90) ok.
10:26:22 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:26:22 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:26:22 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:26:22 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:26:22 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:26:22 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:26:22 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:26:22 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:23 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:23 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.app.height) ok.
10:26:23 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:23 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:23 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne 26) ok.
10:26:23 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:26:23 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:26:23 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:26:23 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:26:23 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:26:23 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:26:24 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:26:24 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:24 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:24 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.app.font) ok.
10:26:24 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:24 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:24 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne Tahoma#11#false#false) ok.
10:26:24 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:26:24 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:26:24 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663952...
10:26:24 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:26:25 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:26:25 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:26:25 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:26:25 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:25 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:25 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.app.horizontalAlignment) ok.
10:26:25 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:25 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:25 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne 0) ok.
10:26:25 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:26:25 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:26:26 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:26:26 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:26:26 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:26:26 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:26:26 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:26:26 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:26 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:26 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.app.horizontalTextPosition) ok.
10:26:26 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:26 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:26 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne 0) ok.
10:26:27 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:26:27 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:26:27 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:26:27 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:26:27 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:26:27 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:26:27 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:26:27 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:27 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:27 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.app.iconVisible) ok.
10:26:27 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:28 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:28 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne false) ok.
10:26:28 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:26:28 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:26:28 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:26:28 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:26:28 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:26:28 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:26:28 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:26:28 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:28 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:29 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.app.verticalAlignment) ok.
10:26:29 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:29 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:29 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne 0) ok.
10:26:29 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:26:29 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:26:29 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:26:29 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:26:29 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:26:29 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:26:29 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:26:30 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:30 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:30 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.app.verticalTextPosition) ok.
10:26:30 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:30 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:30 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne 0) ok.
10:26:30 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:26:31 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:26:31 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:26:31 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:26:31 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:26:31 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:26:31 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:26:31 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:31 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:31 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.app.waiting.background) ok.
10:26:31 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:31 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:32 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne #FCFE04) ok.
10:26:32 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:26:32 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:26:32 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:26:32 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:26:32 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:26:32 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:26:32 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:26:32 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:32 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:32 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.app.waiting.foreground) ok.
10:26:33 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:33 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:33 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne #000000) ok.
10:26:33 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:26:33 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:26:33 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:26:33 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:26:33 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:26:33 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:26:33 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:26:33 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:34 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:34 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.app.running.background) ok.
10:26:34 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:26:34 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:26:34 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne #04FEFC) ok.
10:26:34 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:26:34 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:26:34 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:26:34 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:26:34 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:26:34 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:26:35 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
